ID,STANAME,LAT,LON,COMID,GRP,COMID.DUP,eco3,ecos3.NA,AggEco,npdes,fwwd,strg,devl,cndp,wy1990,wy1991,wy1992,wy1993,wy1994,wy1995,wy1996,wy1997,wy1998,wy1999,wy2000,wy2001,wy2002,wy2003,wy2004,wy2005,wy2006,wy2007,wy2008,wy2009,wy2010,wy2011,wy2012,wy2013,wy2014,wy2015,wy2016,wy2017,wy2018
T06927000,"Maries River at Westphalia, MO",38.431806,-91.988611,5984765,g2,FALSE,39,8.4.5,EastHghlnds,0,5.75,1586,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T06928000,"Gasconade River near Hazelgreen, MO",37.759207,-92.451838,7423890,g2,FALSE,39,8.4.5,EastHghlnds,0,2.01,1749,1.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T06928300,"Roubidoux Creek above Ft. Leonard Wood, MO",37.601083,-92.233806,7411738,g2,FALSE,39,8.4.5,EastHghlnds,0,0.94,166,0.54,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T06928420,Roubidoux Creek at Polla Rd bl Ft. Leonard Wood,37.79194,-92.18333,7410408,g2,FALSE,39,8.4.5,EastHghlnds,0,1.3,732,1.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
T06928430,"Roubidoux Creek below Fort Leonard Wood, MO",37.81938889,-92.1945556,7410288,g3,FALSE,39,8.4.5,EastHghlnds,0,1.31,732,1.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0
T06930000,"BIG PINEY RIVER NR BIG PINEY, MO",37.665636,-92.049914,7434497,g2,FALSE,39,8.4.5,EastHghlnds,0,0.62,174,1.34,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T06934000,"Gasconade River near Rich Fountain, MO",38.388808,-91.819889,7445669,g2,FALSE,39,8.4.5,EastHghlnds,0.02,1.97,10227,1.56,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07010350,"Meramec River at Cook Station, MO",37.829147,-91.437483,5059289,g2,FALSE,39,8.4.5,EastHghlnds,0,4.84,4466,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
T07014000,"Huzzah Creek near Steelville, MO",37.974768,-91.204584,5055431,g2,FALSE,39,8.4.5,EastHghlnds,0.3,1.47,1412,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
T07014500,"Meramec River near Sullivan, MO",38.158531,-91.108458,5053369,g2,FALSE,39,8.4.5,EastHghlnds,0.1,2.32,41676,1.37,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07017500,"DRY BRANCH NEAR BONNE TERRE, MISSOURI",37.929597,-90.461472,4637755,g2,FALSE,39,8.4.5,EastHghlnds,0,2.37,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07021000,"Castor River at Zalma, MO",37.146647,-90.075503,5029785,g2,FALSE,39,8.4.5,EastHghlnds,0,1.21,3846,0.4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07030392,"WOLF RIVER AT LAGRANGE, TN",35.03259,-89.246736,14208484,g2,FALSE,74,8.3.6,SEPlains,0,0.45,1026,1.04,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07030500,"WOLF RIVER AT ROSSVILLE, TN",35.054257,-89.54119,14207658,g2,FALSE,74,8.3.6,SEPlains,0,0.78,1578,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07035500,"BARNES CREEK NEAR FREDERICKTOWN, MISSOURI",37.572419,-90.383744,731125,g2,FALSE,39,8.4.5,EastHghlnds,0,0.37,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07037000,"Big Creek at Des Arc, MO",37.29245,-90.6290056,733161,g3,FALSE,39,8.4.5,EastHghlnds,0.38,0.31,5839,0.79,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07037700,CLARK CREEK NEAR PIEDMONT MO,37.185906,-90.629561,733493,g2,FALSE,39,8.4.5,EastHghlnds,0,0.33,0,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07048000,"WEST FORK WHITE RIVER AT GREENLAND, ARK",35.982906,-94.172622,8592148,g2,FALSE,38,8.4.6,EastHghlnds,0,4.08,60,2.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07048800,"Richland Creek at Goshen, AR",36.10417,-94.0075,8590392,g2,FALSE,38,8.4.6,EastHghlnds,0,0.88,0,0.59,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
T07049000,"War Eagle Creek near Hindsville, AR",36.200075,-93.855195,8588002,g2,FALSE,38,8.4.6,EastHghlnds,0.15,0.31,243,1.36,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07050152,Roaring River at Roaring River State Park,36.5809,-93.83381,8585070,g2,FALSE,39,8.4.5,EastHghlnds,0,3.66,0,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
T07053250,"Yocum Creek near Oak Grove, AR",36.45444,-93.35611,8586574,g2,FALSE,39,8.4.5,EastHghlnds,0,1.19,0,2.04,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07053810,"Bull Creek near Walnut Shade, MO",36.71775,-93.206806,7625104,g2,FALSE,39,8.4.5,EastHghlnds,0,3.36,42,1.53,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07054080,"Beaver Creek at Bradleyville, MO",36.779639,-92.907278,7622144,g2,FALSE,39,8.4.5,EastHghlnds,0,1.23,70,1.26,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07055607,"Crooked Creek at Kelly Crossing at Yellville, AR",36.23027778,-92.7094444,7628072,g3,FALSE,39,8.4.5,EastHghlnds,0.1,0.75,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0
T07055608,Crooked Creek at Yellville,36.22305556,-92.6797222,7628116,g3,FALSE,39,8.4.5,EastHghlnds,0.1,0.75,0,3.02,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07055646,"Buffalo River near Boxley, AR",35.938889,-93.405,11819355,g2,FALSE,38,8.4.6,EastHghlnds,0,0.14,0,0.31,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07055660,"Buffalo River at Ponca, AR",36.0225,-93.3547222,11817087,g3,FALSE,38,8.4.6,EastHghlnds,0,0.14,50,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
T07055680,"Buffalo River at Pruitt, AR",36.05916667,-93.1377778,11816741,g3,FALSE,38,8.4.6,EastHghlnds,0,0.16,206,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0
T07055875,"Richland Creek near Witts Spring, AR",35.797222,-92.928889,11818809,g2,FALSE,38,8.4.6,EastHghlnds,0,25.7,0,0.19,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07056000,"Buffalo River near St. Joe, AR",35.983175,-92.747553,11818755,g2,FALSE,38,8.4.6,EastHghlnds,0,2.25,375,0.43,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07056515,"Bear Creek near Silver Hill, AR",35.94,-92.713333,11817731,g2,FALSE,39,8.4.5,EastHghlnds,0,0.2,0,2.8,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07056700,"Buffalo River near Harriet, AR",36.06778,-92.5775,11816353,g2,FALSE,38,8.4.6,EastHghlnds,0,1.89,375,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07057000,"Buffalo River near Rush, AR",36.117294,-92.554607,11816221,g2,FALSE,38,8.4.6,EastHghlnds,0,1.86,375,0.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07057500,"North Fork River near Tecumseh, MO",36.623033,-92.248125,7650991,g2,FALSE,39,8.4.5,EastHghlnds,0,0.66,619,0.5,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07058000,"Bryant Creek near Tecumseh, MO",36.627208,-92.306064,7650971,g2,FALSE,39,8.4.5,EastHghlnds,0,0.41,245,0.46,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07060710,"North Sylamore Creek near Fifty Six, AR",35.995351,-92.212655,11834118,g2,FALSE,39,8.4.5,EastHghlnds,0,0.8,40,0.19,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07061270,"East Fork Black River near Lesterville, MO",37.552556,-90.842444,7665728,g2,FALSE,39,8.4.5,EastHghlnds,0,0.43,1096,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07064300,"FUDGE HOLLOW NR LICKING, MO",37.530233,-91.737047,7515637,g2,FALSE,39,8.4.5,EastHghlnds,0,5.19,0,1.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07064440,"Current River at Montauk State Park, MO",37.448378,-91.671259,7516577,g2,FALSE,39,8.4.5,EastHghlnds,0,2.87,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0
T07064500,"BIG CREEK NEAR YUKON, MO",37.232914,-91.850028,7518139,g2,FALSE,39,8.4.5,EastHghlnds,0,0.51,0,0.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07064533,"Current River above Akers, MO",37.375694,-91.552806,7517071,g2,FALSE,39,8.4.5,EastHghlnds,0,1.56,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07065200,"Jacks Fork near Mountain View, MO",37.056164,-91.668199,7519951,g2,FALSE,39,8.4.5,EastHghlnds,0,0.62,32,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07065495,"Jacks Fork at Alley Spring, MO",37.148167,-91.443083,7518879,g2,FALSE,39,8.4.5,EastHghlnds,0,0.48,32,0.83,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07066000,"Jacks Fork at Eminence, MO",37.154081,-91.358161,7518797,g2,FALSE,39,8.4.5,EastHghlnds,0,0.4,32,0.76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07066500,"CURRENT RIVER NEAR EMINENCE, MO",37.183937,-91.258465,7520837,g2,FALSE,39,8.4.5,EastHghlnds,0,1.16,1214,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07067000,"Current River at Van Buren, MO",36.991378,-91.013511,7524421,g2,FALSE,39,8.4.5,EastHghlnds,0,0.95,1876,0.59,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07068000,"Current River at Doniphan, MO",36.622003,-90.847623,7523285,g2,FALSE,39,8.4.5,EastHghlnds,0,1.48,1970,0.58,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07069295,"South Fork Spring River at Saddle, AR",36.3522222,-91.6336111,7560625,g3,FALSE,39,8.4.5,EastHghlnds,0,0.59,2333.6,1.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
T07070500,"Eleven Point River near Thomasville, MO",36.78478,-91.492084,7572625,g2,FALSE,39,8.4.5,EastHghlnds,0,0.84,687,1.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07071500,"Eleven Point River near Bardley, MO",36.648681,-91.200819,7572703,g2,FALSE,39,8.4.5,EastHghlnds,0,0.58,905,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07072000,"ELEVENPOINT RIVER NR RAVENDEN SPRINGS, ARK.",36.346732,-91.113461,7573907,g2,FALSE,39,8.4.5,EastHghlnds,0,2.63,1133,0.89,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07073500,Piney Fork at Evening Shade,36.080626,-91.610974,11808930,g2,FALSE,39,8.4.5,EastHghlnds,0,0.5,200,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07075000,"Middle Fork of Little Red River at Shirley, AR",35.657022,-92.292933,11778001,g2,FALSE,38,8.4.6,EastHghlnds,0,0.26,191,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,0
T07075250,"S Fk Lit Red Riv us of Gulf Mt WMA nr Scotland, AR",35.54705,-92.7076667,11777377,g3,FALSE,38,8.4.6,EastHghlnds,0,10.27,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,0
T07075270,"South Fork of Little Red River near Scotland, AR",35.5697222,-92.6219444,11777215,g3,FALSE,38,8.4.6,EastHghlnds,0,6.54,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0
T07075300,"SO FORK OF LITTLE RED RIV AT CLINTON, ARK.",35.591467,-92.455714,11777113,g2,FALSE,38,8.4.6,EastHghlnds,0.26,3.49,0,0.6,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07076530,"Big Creek near Letona, AR",35.3619722,-91.8010278,11779929,g3,FALSE,37,8.4.7,EastHghlnds,0,4.36,357,1.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
T07083000,"HALFMOON CREEK NEAR MALTA, CO.",39.172213,-106.389193,916821,g2,FALSE,21,6.2.14,WestMnts,0,15.03,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07086500,"CLEAR CREEK ABOVE CLEAR CREEK RESERVOIR, CO.",39.018049,-106.2778,916871,g2,FALSE,21,6.2.14,WestMnts,0,10.03,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07105945,"ROCK CREEK ABOVE FORT CARSON RESERVATION, CO.",38.707493,-104.84664,1530177,g2,FALSE,21,6.2.14,WestMnts,0,9.16,25,0.76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07126140,"VAN BREMER ARROYO NEAR TYRONE, CO",37.3994599,-104.115802,936832,g3,FALSE,26,9.4.3,WestPlains,0,3.59,5117,0.33,15.67,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07140880,"BUCKNER C AB HORSETHIEF RE NR JETMORE, KS",38.04916667,-100.0822222,21214305,g3,FALSE,25,9.4.1,WestPlains,0,27.31,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
T07142300,"RATTLESNAKE C NR MACKSVILLE, KS",37.871594,-98.876137,21195628,g2,FALSE,27,9.4.2,WestPlains,0,16.34,409,0.83,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07144780,"NF NINNESCAH R AB CHENEY RE, KS",37.862607,-98.013853,21160115,g2,FALSE,27,9.4.2,WestPlains,0,11.53,681,0.8,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07145700,"SLATE C AT WELLINGTON, KS",37.24955,-97.403896,21166753,g2,FALSE,27,9.4.2,WestPlains,0,1.16,0,2.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
T07148350,"Salt Fork Arkansas River nr Winchester, OK",36.961696,-98.782312,21028202,g2,FALSE,26,9.4.3,WestPlains,0,1.74,2736.63,0.23,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07148400,"Salt Fork Arkansas River nr Alva, OK",36.815031,-98.648139,21028210,g2,FALSE,26,9.4.3,WestPlains,0,1.56,3178.63,0.48,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07149000,"MEDICINE LODGE R NR KIOWA, KS",37.039202,-98.470215,21014649,g2,FALSE,26,9.4.3,WestPlains,0,5.59,4671.07,0.63,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
T07151500,"CHIKASKIA R NR CORBIN, KS",37.128912,-97.601439,20987715,g2,FALSE,27,9.4.2,WestPlains,0,3.38,714.8,0.61,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07156220,"BEAR C NR JOHNSON, KS",37.626404,-101.761561,941040169,g2,FALSE,25,9.4.1,WestPlains,0,9.69,690,0.72,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07157940,"BLUFF C NR BUTTERMILK, KS",37.03197269,-99.4795615,21065946,g3,FALSE,26,9.4.3,WestPlains,0,2.91,10840.19,0.64,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
T07159000,"Turkey Creek near Drummond, OK",36.31809,-98.001172,249164,g2,FALSE,27,9.4.2,WestPlains,0,1.15,362,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07167500,"OTTER C AT CLIMAX, KS",37.70821,-96.223602,21517052,g2,FALSE,28,9.4.4,WestPlains,0,0.34,1060.55,0.76,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07171600,"CANEY R NR CEDAR VALE, KS",37.11031534,-96.489455,21783138,g3,FALSE,28,9.4.4,WestPlains,0,0.5,4281,0.54,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07176950,"Hominy Creek near Hominy, OK",36.47368,-96.37891,847956,g2,FALSE,29,9.4.5,WestPlains,0,1.15,0,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1
T07179300,"NEOSHO R NR PARKERVILLE, KS",38.75129167,-96.6496611,20929350,g3,FALSE,28,9.4.4,WestPlains,0,0.98,195.49,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0
T07179700,"ROCK C NR DUNLAP, KS",38.61055556,-96.3702778,20929432,g3,FALSE,28,9.4.4,WestPlains,0,0.98,587.76,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T07180500,"CEDAR C NR CEDAR POINT, KS",38.196451,-96.824579,20920709,g2,FALSE,28,9.4.4,WestPlains,0,0.76,334,0.39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07182200,"SF COTTONWOOD R NR BAZAAR, KS",38.28557125,-96.5127844,20907947,g3,FALSE,28,9.4.4,WestPlains,0,0.72,1598.34,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
T07184000,"LIGHTNING C NR MCCUNE, KS",37.281254,-95.032668,20874950,g2,FALSE,40,9.2.4,CntlPlains,0,5.1,1324.14,1.39,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07185500,STAHL CREEK NEAR MILLER MO,37.193206,-93.844961,7588939,g2,FALSE,39,8.4.5,EastHghlnds,0,1.61,0,1.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07186400,"Center Creek near Carterville, MO",37.140615,-94.382724,7590447,g2,FALSE,39,8.4.5,EastHghlnds,0.33,4.01,153,2.31,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07188653,"Big Sugar Creek near Powell, MO",36.615861,-94.182222,7600617,g2,FALSE,39,8.4.5,EastHghlnds,0,19.43,0,1.71,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07189100,"Buffalo Creek at Tiff City, MO",36.6709,-94.60411,7600551,g2,FALSE,39,8.4.5,EastHghlnds,0.41,1.76,51,3.98,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07191222,"Beaty Creek near Jay, OK",36.355359,-94.776339,21770993,g2,FALSE,39,8.4.5,EastHghlnds,0,20.11,0,0.98,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07195800,"Flint Creek at Springtown, AR",36.255481,-94.433942,399452,g2,FALSE,39,8.4.5,EastHghlnds,0,59.85,0,1.24,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07196900,"Baron Fork at Dutch Mills, AR",35.880082,-94.486606,400822,g2,FALSE,39,8.4.5,EastHghlnds,0,4.08,50,1.08,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07196973,"Peacheater Creek at Christie, OK",35.95480814,-94.6963369,400202,g3,FALSE,39,8.4.5,EastHghlnds,0,2.25,0,1.42,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07197000,"Baron Fork at Eldon, OK",35.9212,-94.838563,400496,g2,FALSE,39,8.4.5,EastHghlnds,0,2.74,553,1.34,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07197360,"Caney Creek near Barber, OK",35.784813,-94.856062,401366,g2,FALSE,39,8.4.5,EastHghlnds,0.43,2.19,0,2.81,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07208500,"RAYADO CREEK NEAR CIMARRON, NM",36.372258,-104.970003,20060156,g2,FALSE,21,6.2.14,WestMnts,0,1.76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0
T07222500,"CONCHAS RIVER AT VARIADERO, NM",35.402826,-104.443594,20039884,g2,FALSE,26,9.4.3,WestPlains,0,1.38,0,0.12,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T07226500,"UTE CREEK NEAR LOGAN, NM",35.438382,-103.525794,20026105,g2,FALSE,26,9.4.3,WestPlains,0,0.85,0,0.09,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0
T07227420,"Cramer Ck at US Hwy 54 nr Dalhart, TX",35.75125,-102.893167,20001250,g2,FALSE,25,9.4.1,WestPlains,0,10.41,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1
T07227890,"Big Blue Ck nr Fritch, TX",35.72077778,-101.6625278,24803965,g3,FALSE,25,9.4.1,WestPlains,0,43.05,987,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
T07233500,"Palo Duro Ck nr Spearman, TX",36.202255,-101.305993,13837931,g2,FALSE,25,9.4.1,WestPlains,0,34.22,753,1.06,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07235600,"Wolf Creek nr Gage, OK",36.32666667,-99.7611111,13813330,g3,FALSE,26,9.4.3,WestPlains,0,7.89,1342,0.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1
T07247250,"Black Fork below Big Creek nr Page, OK",34.77371,-94.51217,6048082,g2,FALSE,36,8.4.8,EastHghlnds,0,0.91,0,1.01,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
T07249500,"COVE CREEK NEAR LEE CREEK, ARK.",35.722306,-94.407992,1538619,g2,FALSE,38,8.4.6,EastHghlnds,0,4.13,0,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
